"asiasanat","ilmestymispäivä","käytön päättyminen","nimellisarvo","merkin nimi","merkin väri","painopaikka","painosmäärä","taiteilija","valuutta","kuvan_url"
"Yleisurheilu  EM-kisat kisat urheilu Helsinki stadion juoksu liikunta keihäänheitto  urheilukilpailut Euroopan mestaruuskisat","05.07.1971","31.12.2011","0,50","Yleisurheilun EM-kilpailut","","Suomen Pankin Setelipaino","2000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0713.jpg"
"purjehdus kilpailu Euroopan mestaruuskisat EM-kisat MM-kisat maailmanmestaruuskisat purje vene urheilu  urheilukilpailut Ytterskär Helsinki lightning-vene","14.07.1971","31.12.2011","0,50","Lightning-veneiden EM- ja MM-kilpailut ","","Suomen Pankin Setelipaino","2000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0714.jpg"
"kultasepäntaito Aurifaber käsityö taide astia sinetti työ työväline kultaseppä taideteollisuus taidekäsityö","06.08.1971","31.12.2011","0,50","Suomen kultaseppätaidon 600-vuotisjuhla","","Suomen Pankin Setelipaino","3000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0715.jpg"
"teollisuus muoviteollisuus kemianteollisuus nappi futura-talo","20.10.1971","31.12.2011","0,50","Muoviteollisuus","","Suomen Pankin Setelipaino","3000000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0716.jpg"
"Helsinki Helsingin rautatieasema Eliel Saarinen torni VR arkkitehtuuri rakennus asema kellotorni kansallisromantiikka 1963","30.10.1971","31.12.2011","1,30","Malli 1963 Helsingin Rautatieasema","","Suomen Pankin Setelipaino","15000000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0717.jpg"
"valtionhallinto posti linja-auto järvi maisema auto liikenne kuljetus postinkuljetus 1963","18.11.1971","31.12.2011","0,25","Malli 1963 Postilinja-auto","","Suomen Pankin Setelipaino","55000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0718.jpg"
"EUROPA järjestö Cept kansainväline yhteistyö","02.05.1972","31.12.2011","0,30","Europa-Cept","","Suomen Pankin Setelipaino","3000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0719.jpg"
"EUROPA  järjestö Cept kansainvälinen yhteistyö","02.05.1972","31.12.2011","0,50","Europa-cept","","Suomen Pankin Setelipaino","3000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0720.jpg"
"Suomen Kansallisteatteri teatteri Helsinki Otto Tarjanne naamio näyttämötaide Emilie Kaarlo Bergbom rakennus arkkitehtuuri jugend kansallisromantiikka","22.05.1972","31.12.2011","0,50","Suomen Kansallisteatteri 100 vuotta","","Suomen Pankin Setelipaino","3000000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0721.jpg"
"Nixon Moskova sopimus ase strateginen ydinase Helsinki kartta maapallo rauha kongressi kokous kansainvälinen liennytys SALT neuvottelut Yhdysvallat USA Neuvostoliitto","02.06.1972","31.12.2011","0,50","SALT-neuvottelut","","Suomen Pankin Setelipaino","5000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0722.jpg"
"Ahvenanmaa saaristo itsehallinto kartta vaakuna maakunta ","09.06.1972","31.12.2011","0,50","Ahvenanmaan itsehallinto 50 vuotta","","Suomen Pankin Setelipaino","3000000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0723.jpg"
"purjelaiva laivaliikenne Suomen Joutsen kilpailu merenkulku Turku Tall Ships Race puolustusvoimat koululaiva","19.06.1972","31.12.2011","0,50","Tall Ships Race","","Suomen Pankin Setelipaino","3000000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0724.jpg"
"punainen risti veripalvelu verenluovutus terveydenhoito sairaanhoito avustusjärjestö lisämaksu avustustoiminta","25.10.1972","31.12.2011","0,25","Veripalvelu","","Suomen Pankin Setelipaino","700000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0725.jpg"
"punainen risti veripalvelu tiede tutkimus mikroskooppi työväline terveydenhoito avustusjärjestö lisämaksu avustustoiminta","25.10.1972","31.12.2011","0,30","Veripalvelu","","Suomen Pankin Setelipaino","500000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0726.jpg"
"punainen risti veripalvelu verensiirto sairaala sairaanhoito terveydenhoito leikkaus avustusjärjestö lisämaksu avustustoiminta","25.10.1972","31.12.2011","0,50","Veripalvelu","","Suomen Pankin Setelipaino","500000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0727.jpg"
"vaatteet pihlaja kansanpuku Perniö Länsi-Suomi","19.11.1972","31.12.2011","0,50","Kansanpukuja - Perniö","","Suomen Pankin Setelipaino","400000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0728.jpg"
"vaatteet Karunan kirkko tapuli Seurasaari ulkomuseo kansanpuku Tenhola Uusimaa kellotapuli","19.11.1972","31.12.2011","0,50","Kansanpukuja - Tenhola","","Suomen Pankin Setelipaino","400000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0729.jpg"
"kansanpuku Nastola Etelä-Suomi vaatteet","19.11.1972","31.12.2011","0,50","Kansanpukuja - Nastola","","Suomen Pankin Setelipaino","400000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0730.jpg"
"vaatteet Pohjanmaa Vöyri kansanpuku","19.11.1972","31.12.2011","0,50","Kansanpukuja - Vöyri","","Suomen Pankin Setelipaino","400000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0731.jpg"
"saamelainen vaatteet Lappi Inari kansanpuku","19.11.1972","31.12.2011","0,50","Kansanpukuja - Inari","","Suomen Pankin Setelipaino","400000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0732.jpg"
"ETYK yhteistyö Helsinki maapallo kansainvälinen liennytys kokous kongressi turvallisuus Euroopan turvallisuus- ja yhteistyökongressi","11.12.1972","31.12.2011","0,50","ETYK","","Suomen Pankin Setelipaino","3000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0733.jpg"
"Havis Amanda Helsinki kauppatori Merenneito Ville Vallgren suihkulähde tori kuvanveisto kuvataide patsas veistos Esplanadi empire","17.01.1973","31.12.2011","0,70","Helsingin kauppatori","","Suomen Pankin Setelipaino","10000000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0734.jpg"
"vaakuna leijona 1963","14.02.1973","31.12.2011","0,40","Malli 1963 Leijona","oranssi","Suomen Pankin Setelipaino","20418500","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0735.jpg"
"postinkuljetus postitalo arkkitehtuuri Veikko Malmio automaattinen lajittelu rakennus Tampere kaupunki postilaitos","02.04.1973","31.12.2011","0,40","Tampereen Postitalo","","Suomen Pankin Setelipaino","13000000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0736.jpg"
"Kansallismuseo museo näyttely Helsinki kansallisromantiikka arkkitehtuuri Herman Gesellius Armas Lindgren Eliel Saarinen historiantutkimus","02.04.1973","31.12.2011","0,60","Kansallismuseo","","Suomen Pankin Setelipaino","36000000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0737.jpg"
"ystävyys- yhteistyö- ja avunantosopimus sopimus Suomi Neuvostoliitto valtio YYA ","06.04.1973","31.12.2011","0,60","Ystävyyssopimus Suomi-Neuvostoliitto 25 vuotta","","Suomen Pankin Setelipaino","3000000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0738.jpg"
"Kallio Kyösti presidentti valtio valtionpäämies valtiomies ","10.04.1973","31.12.2011","0,60","Presidentti Kyösti Kallion syntymästä 100 vuotta","","Suomen Pankin Setelipaino","5000000","Eeva Oivo","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0739.jpg"
"CEPT Europa järjestö kansainvälinen yhteistyö","30.04.1973","31.12.2011","0,60","Europa-Cept","","Suomen Pankin Setelipaino","4000000","Leif F. Anisdahl, Norja","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0740.jpg"
"vaakuna leijona 1963","29.05.1973","31.12.2011","0,60","Malli 1963 Leijona","sininen","Suomen Pankin Setelipaino","45000000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0741.jpg"
"Pohjola pohjoismainen kansainvälinen järjestö yhteistyö Pohjoismaiden postiliitto Alvar Aalto Reykjavik revontuli Islanti postikongressi arkkitehtuuri rakennus Pohjola-talo revontuli ","26.06.1973","31.12.2011","0,60","Pohjoismainen Postikongressi","","Suomen Pankin Setelipaino","5000000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0742.jpg"
"Pohjola pohjoismainen kansainvälinen järjestö yhteistyö Pohjoismaiden postiliitto Aalto Reykjavik revontuli Islanti postikongressi arkkitehtuuri rakennus Pohjola-talo revontuli","26.06.1973","31.12.2011","0,70","Pohjoismainen Postikongressi","","Suomen Pankin Setelipaino","3000000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0743.jpg"
"Eurooppa Europan turvallisuus- ja yhteistyökonferenssi ETYK  kongressi Helsinki kartta kokous liennytys kansainvälinen","03.07.1973","31.12.2011","0,70","ETYK I-vaihe","","Suomen Pankin Setelipaino","5000000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0744.jpg"
"kilpailu Kaukajärvi Tampere mela käsi melonta urheilu liikunta MM-kisat maailmanmestaruuskisat  urheilukilpailut ","18.07.1973","31.12.2011","0,60","Melonnan MM-kilpailut ","","Suomen Pankin Setelipaino","3000000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0745.jpg"
"WMO Maailman ilmatieteellinen järjestö YK yhdistyneet kansakunnat IMO Vilho Väisälä meteorologia mittauslaite radioluotain kansainvälinen tiede tutkimus ","06.08.1973","31.12.2011","0,60","Maailman ilmatieteellinen järjestö 100 vuotta ","","Suomen Pankin Setelipaino","3000000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0746.jpg"
"Eliel Saarinen arkkitehti taide arkkitehtuuri kansallisromantiikka Eduskuntatalo Tähtitorninmäki Helsinki  kansanedustuslaitos","20.08.1973","31.12.2011","0,60","Eliel Saarisen syntymästä 100 vuotta","","Suomen Pankin Setelipaino","3000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0747.jpg"
"tuberkuloosi maalaustaide kuvataide taide Hugo Simberg realismi Tyttö ja karitsa kotieläin avustus lisämaksu avustustoiminta taidemaalari","12.09.1973","31.12.2011","0,30","Hugo Simbergin syntymästä 100 vuotta","","Suomen Pankin Setelipaino","600000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0748.jpg"
"tuberkuloosi taide kuvataide maalaustaide Frans Vilho Sjöström professori taiteilija realismi impressionismi Kesäilta avustus maisema lisämaksu avustustoiminta taidemaalari","12.09.1973","31.12.2011","0,40","Vilho Sjöströmin syntymästä 100 vuotta","","Suomen Pankin Setelipaino","500000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0749.jpg"
"tuberkuloosi taide kuvataide maalaustaide taiteilija Juho Rissanen Vuoristolähteellä realismi avustus lisämaksu avustustoiminta taidemaalari","12.09.1973","31.12.2011","0,60","Juho Rissasen syntymästä 100 vuotta","","Suomen Pankin Setelipaino","500000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0750.jpg"
"Kansanpuku muinaispuku Kaukola Kekomäki Karjala vaatteet","10.10.1973","31.12.2011","0,60","Kansanpukuja - Kaukola","","Suomen Pankin Setelipaino","5000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0751.jpg"
"kansanpuku vaatteet Karjala kehruu työ työväline Jääski","10.10.1973","31.12.2011","0,60","Kansanpukuja - Jääski","","Suomen Pankin Setelipaino","5000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0752.jpg"
"kansanpuku vaatteet Karjala Koivisto","10.10.1973","31.12.2011","0,60","Kansanpukuja - Koivisto","","Suomen Pankin Setelipaino","5000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0753.jpg"
"kansanpuku vaatteet Satakunta Säkylä Seurasaari Antintalo  tuoli keinutuoli","10.10.1973","31.12.2011","0,60","Kansanpukuja - Säkylä","","Suomen Pankin Setelipaino","5000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0754.jpg"
"kansanpuku vaatteet Heinävesi Savo  Pohjois-Savo vene","10.10.1973","31.12.2011","0,60","Kansanpukuja - Heinävesi","","Suomen Pankin Setelipaino","5000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0755.jpg"
"lentoliikenne lentokone DC 10-30 sateenkaari ilmailu Finnair liikenne ","01.11.1973","31.12.2011","0,60","Lentoliikenne 50 vuotta ","","Suomen Pankin Setelipaino","3000000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0756.jpg"
"Joulu joulupukki poro reki tunturi Lappi lumi tähti kansanperinne vuotuisjuhlat","15.11.1973","31.12.2011","0,30","Joulupukki reessä","","Suomen Pankin Setelipaino","18000000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0757.jpg"
"taide ooppera  Sevillan parturi näyttämötaide Suomen Kansallisooppera  Helsinki säveltaide","21.11.1973","31.12.2011","0,60","Suomalainen ooppera 100 vuotta ","","Suomen Pankin Setelipaino","3000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0758.jpg"
"Suomi posliiniteollisuus keramiikka taide taideteollisuus muotoilu teollisuus astia","23.11.1973","31.12.2011","0,60","Suomen posliiniteollisuus","","Suomen Pankin Setelipaino","3000000","Pentti Rahikainen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0759.jpg"
"Paavo Nurmi urheilu liikunta yleisurheilu juoksu taide kuvataide patsas Wäinö Aaltonen Helsinki Turku Ateneum surumerkki veistos kuvanveisto","11.12.1973","31.12.2011","0,60","Paavo Nurmen surumerkki","","Suomen Pankin Setelipaino","4000000","Paavo Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0760.jpg"
"satama meri kylpylä Russarö majakka Hanko purjehdus merenkulku","10.01.1974","31.12.2011","0,60","Hanko 100 vuotta","","Suomen Pankin Setelipaino","3000000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0761.jpg"
"Suomi vaakuna leijona ","12.2.1974","31.12.2011","10","Suomen historiallinen vaakuna","","Suomen Pankin Setelipaino","38600000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0762.jpg"
"urheilu liikunta urheilukilpailut  Helsinki MM-kisat maailmanmestaruuskisat EM-kisat Euroopan mestaruuskisat joukkueurheilu jääkiekko","05.03.1974","31.12.2011","0,60","Jääkiekkoilun MM- ja EM-kilpailut","","Suomen Pankin Setelipaino","4000000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0763.jpg"
"vaakuna leijona 1963","17.03.1974","31.12.2011","0,35","Malli 1963 Leijona","oranssinkeltainen","Suomen Pankin Setelipaino","46200000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0764.jpg"
"eläin luonto luonnonsuojelu lintu harmaalokki meri  Itämeri  ympäristönsuojelu Mare Balticum kansainvälinen sopimus kongressi Dipoli Espoo meret","18.03.1974","31.12.2011","0,60","Itämeri","","Suomen Pankin Setelipaino","3000000","Paavo  Huovinen","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0765.jpg"
"vaakuna leijona 1963","01.04.1974","31.12.2011","0,50","Malli 1963 Leijona","lila","Suomen Pankin Setelipaino","32100000","Signe Hammarsten Jansson","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0766.jpg"
"kuvataide patsas veistos kuvanveisto Wäinö Aaltonen Europa cept europa kansainvälinen yhteistyö järjestö  Vapauden jumalatar seppelöi nuoruuden  Helsingin yliopisto","29.04.1974","31.12.2011","0,70","Wäinö Aaltonen, Vapauden jumalatar seppelöi nuoruuden","","Suomen Pankin Setelipaino","3000000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0767.jpg"
"Ilmari Kianto  Ikikianto kirjallisuus kirjailija Kainuu korpi maisema Suomussalmi muotokuva","07.05.1974","31.12.2011","0,60","Ilmari Kiannon syntymästä 100 vuotta","","Suomen Pankin Setelipaino","3000000","Eeva Oivo","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0768.jpg"
"Kansanvalistusseura  KVS  opetus valistus  yhdistys","12.06.1974","31.12.2011","0,60","Kansanvalistusseura 100 vuotta","","Suomen Pankin Setelipaino","3000000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0769.jpg"
"Rationalisointi tuotanto tutkimus teemavuosi","14.06.1974","31.12.2011","0,60","Rationalisoinnin juhlavuosi","","Suomen Pankin Setelipaino","3000000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0770.jpg"
"punainen risti sieni kasvi korvasieni gyromitrea esculenta luonto avustus lisämaksu avustustoiminta","24.09.1974","31.12.2011","0,35","Sieniä - Korvasieni","","Suomen Pankin Setelipaino","700000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0771.jpg"
"punainen risti sieni kasvi keltavahvero kantarelli cantharellus cibarius luonto avustus lisämaksu avustustoiminta","24.09.1974","31.12.2011","0,50","Sieniä - Keltavahvero","","Suomen Pankin Setelipaino","600000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0772.jpg"
"punainen risti sieni kasvi herkkutatti tatti boletus edulis luonto avustus lisämaksu avustustoiminta","24.09.1974","31.12.2011","0,60","Sieniä - Herkkutatti","","Suomen Pankin Setelipaino","600000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0773.jpg"
"posti UPU Bern taksa muistomerkki kuljetus postinkuljetus kansainvälinen yhteistyö postihallinto maailmanpostiliitto YK yhdistyneet kansakunnat ","09.10.1974","31.12.2011","0,60","Maailmanpostiliitto 100 vuotta","","Suomen Pankin Setelipaino","3000000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0774.jpg"
"posti UPU Bern taksa muistomerkki kuljetus kansainvälinen yhteistyö postinkuljetus postihallinto maailmanpostiliitto YK yhdistyneet kansakunnat ","09.10.1974","31.12.2011","0,70","Maailmanpostiliitto 100 vuotta","","Suomen Pankin Setelipaino","3000000","Torsten Ekström","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0775.jpg"
"tonttu kuusi lyhty talvi metsä lumi joulu kansanperinne vuotuisjuhlat","16.11.1974","31.12.2011","0,35","Joulutonttuja metsässä","","Suomen Pankin Setelipaino","18000000","Pirkko Vahtero","markka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0776.jpg"
